Date,TCS.NS,INFY.NS,HCLTECH.NS,WIPRO.NS,TECHM.NS,HDFCBANK.NS,ICICIBANK.NS,KOTAKBANK.NS,SBIN.NS,AXISBANK.NS,INDUSINDBK.NS,RELIANCE.NS,ONGC.NS,NTPC.NS,POWERGRID.NS,MARUTI.NS,M&M.NS,BAJAJ-AUTO.NS,HINDUNILVR.NS,ITC.NS,NESTLEIND.NS,BRITANNIA.NS,SUNPHARMA.NS,DRREDDY.NS,CIPLA.NS,DIVISLAB.NS,TATASTEEL.NS,HINDALCO.NS,JSWSTEEL.NS,ULTRACEMCO.NS,GRASIM.NS,LT.NS,BHARTIARTL.NS,BAJFINANCE.NS,BAJAJFINSV.NS,HDFCLIFE.NS,SBILIFE.NS,TITAN.NS,ASIANPAINT.NS,ADANIENT.NS,ADANIPORTS.NS,HEROMOTOCO.NS,EICHERMOT.NS,APOLLOHOSP.NS
2015-01-15,986.374267578125,397.54595947265625,293.8749389648437,92.32642364501952,496.0173950195313,226.6134185791016,294.4828796386719,139.0374298095703,285.4959411621094,497.6111145019531,781.9105224609375,184.9390106201172,130.83633422851562,77.81694030761719,49.78325653076172,3290.74365234375,578.0001831054688,1819.6219482421875,769.3316650390625,157.16197204589844,298.2377319335937,840.2151489257812,756.3277587890625,602.760986328125,595.901611328125,776.3435668945312,27.490455627441406,131.351806640625,86.08781433105469,2950.497802734375,530.9013061523438,888.267822265625,296.5706787109375,37.23551559448242,128.14724731445312,,,358.99908447265625,767.3994140625,72.33544921875,312.2081298828125,2087.66357421875,1397.85791015625,1103.8984375
2015-01-16,983.6741943359376,394.5750122070313,302.31353759765625,91.5920867919922,502.2848510742188,228.4844512939453,295.3174743652344,138.53604125976562,281.1730041503906,498.337158203125,783.3230590820312,186.1052398681641,131.06285095214844,78.48780059814453,51.31558609008789,3282.393798828125,589.9845581054688,1821.27783203125,785.6107177734375,158.1280059814453,305.95074462890625,837.8474731445312,778.1687622070312,611.177734375,604.5872192382812,783.9208984375,27.39399719238281,128.2508087158203,86.93011474609375,2938.104248046875,526.3206176757812,898.4561157226562,291.0526733398437,37.98403930664063,126.01981353759766,,,369.7910461425781,771.1480102539062,72.24880981445312,312.4442749023437,2050.269287109375,1418.413818359375,1140.3455810546875
2015-01-19,975.4578247070312,391.6319274902344,303.355712890625,96.4023208618164,499.3071594238281,229.21458435058597,301.1177673339844,137.95028686523438,279.12286376953125,512.0346069335938,780.780517578125,188.23440551757807,131.21395874023438,79.24248504638672,51.48971939086914,3291.15185546875,602.4661865234375,1809.0489501953125,745.1217041015625,157.55715942382812,309.83807373046875,829.1377563476562,790.302490234375,618.2647094726562,614.3469848632812,783.9208984375,27.490455627441406,129.82443237304688,86.59320068359375,2955.712646484375,528.6363525390625,911.494873046875,297.5044860839844,37.63631057739258,125.05551147460938,,,376.7628479003906,760.588134765625,73.11527252197266,310.0833435058594,2010.3634033203125,1429.955322265625,1154.24169921875
2015-01-20,971.3594970703124,395.6740112304688,308.4280090332031,97.4253921508789,499.5836181640625,232.9567108154297,306.91815185546875,138.5708465576172,283.5795593261719,533.7666625976562,791.42138671875,193.2417449951172,132.27117919921875,79.857421875,51.3329963684082,3272.36474609375,599.3230590820312,1809.312255859375,747.5426025390625,162.9583740234375,309.86212158203125,834.39404296875,798.819091796875,614.9722290039062,618.0827026367188,775.8627319335938,28.722972869873047,133.9436492919922,89.11566162109375,2963.321533203125,534.2880249023438,919.792236328125,301.2821655273437,37.66524505615234,131.41790771484375,,,375.9033203125,767.2622680664062,73.14414978027344,312.1137084960937,2001.41259765625,1431.443115234375,1164.291015625
2015-01-21,976.5455932617188,404.18646240234375,311.2132263183594,97.1448974609375,498.63861083984375,232.7285003662109,307.5023803710937,137.82122802734375,290.7548828125,529.7493286132812,793.3988037109375,194.0334930419922,130.6664581298828,80.22079467773438,51.15887451171875,3298.821533203125,599.2328491210938,1841.2203369140625,786.3619995117188,154.87850952148438,310.10302734375,831.9178466796875,811.3193359375,620.4873046875,600.9449462890625,768.8575439453125,28.372859954833984,132.5551300048828,88.65906524658203,2923.4619140625,547.5599975585938,933.9033203125,313.2519226074219,36.822662353515625,128.505126953125,,,388.653076171875,778.3250732421875,73.09361267089844,311.0277404785156,2034.31298828125,1420.5067138671875,1177.94677734375
2015-01-22,976.4484252929688,409.1319274902344,307.23846435546875,98.95064544677734,491.7914123535156,233.025146484375,308.62908935546875,137.77157592773438,289.3732604980469,546.6898193359375,796.883056640625,189.1117401123047,133.25294494628906,78.37600708007812,51.663841247558594,3264.831787109375,601.4486694335938,1839.4517822265625,788.6160278320312,153.9783172607422,310.8497619628906,825.8795166015625,842.5466918945312,625.2118530273438,611.545166015625,758.2122802734375,28.822996139526367,132.78656005859375,88.06500244140625,2988.203857421875,551.3448486328125,938.8423461914062,314.1009216308594,37.04692840576172,129.05686950683594,,,381.7767639160156,792.8165283203125,74.89151000976562,311.074951171875,2008.6298828125,1415.20263671875,1194.1029052734375
2015-01-23,972.5833740234376,412.59661865234375,303.724609375,100.15725708007812,495.8301696777344,237.94239807128903,309.3802490234375,137.5382843017578,291.8690795898437,547.0770874023438,807.33544921875,189.78582763671875,131.70477294921875,79.32633972167969,52.08175277709961,3273.40869140625,615.8975830078125,1837.3447265625,805.8551025390625,153.4513397216797,317.914794921875,831.7440185546875,848.7280883789062,623.044921875,632.8858032226562,768.4910888671875,28.801563262939453,134.03619384765625,90.02002716064453,3012.55908203125,548.9784545898438,965.9356689453124,326.0707092285156,37.33149719238281,130.44862365722656,,,380.9172668457031,788.19921875,81.42611694335938,327.6014099121094,2025.575927734375,1399.5860595703125,1244.4940185546875
2015-01-27,973.92626953125,397.9651184082031,298.1357421875,99.61637115478516,502.23150634765625,245.0728454589844,320.06280517578125,137.84109497070312,294.1865539550781,573.1651000976562,812.8912353515625,190.24591064453125,132.25225830078125,80.02513122558594,52.22106170654297,3347.10498046875,598.9613647460938,1821.052001953125,786.3619995117188,158.1499786376953,321.93115234375,831.61376953125,837.00634765625,597.5248413085938,660.3436279296875,773.0927124023438,28.46574592590332,131.90716552734375,90.1264419555664,2987.24658203125,557.2210693359375,983.26416015625,334.64483642578125,40.219505310058594,136.73147583007812,,,382.6363220214844,814.1650390625,81.05786895751953,325.9486999511719,2022.0025634765625,1486.7532958984375,1297.4342041015625
2015-01-28,988.5426635742188,399.464599609375,306.0762939453125,101.0643081665039,512.3414916992188,241.4904937744141,320.5218811035156,134.14772033691406,298.2421569824219,571.7130737304688,818.0704956054688,194.0548858642578,133.6305389404297,79.857421875,52.04692077636719,3381.5029296875,595.2756958007812,1805.210693359375,779.5999755859375,159.0940704345703,319.9164123535156,831.3531494140625,833.1144409179688,602.4819946289062,657.0748291015625,796.2831420898438,27.94773292541504,129.7318572998047,88.22460174560547,3004.76025390625,563.6905517578125,958.6260986328124,317.156982421875,41.69582748413086,144.18736267089844,,,413.7705383300781,832.2216796875,80.46577453613281,320.3769226074219,2027.202880859375,1509.947265625,1367.0107421875
2015-01-29,990.5082397460938,399.6415100097656,304.14874267578125,100.30704498291016,517.8779296875,249.85317993164065,317.3921813964844,132.18687438964844,291.4679260253906,580.3284912109375,824.9446411132812,198.8802947998047,132.87535095214844,79.29839324951172,51.8205680847168,3347.921875,586.4572143554688,1809.65087890625,786.0697021484375,162.56314086914062,315.99188232421875,829.0072021484375,842.3178100585938,625.5932006835938,651.3778076171875,809.6296997070312,27.89415168762207,131.81460571289062,88.41078186035156,3026.770751953125,569.07470703125,973.047607421875,319.024658203125,39.82257461547852,145.16656494140625,,,421.9361572265625,805.75341796875,84.24935913085938,325.0043334960937,2035.2691650390625,1522.7547607421875,1307.2430419921875
2015-01-30,966.1409912109376,398.9709167480469,330.4881896972656,100.94779205322266,511.4766540527344,245.82586669921875,301.03436279296875,131.2734375,275.3792724609375,569.29296875,819.4359130859375,195.85238647460935,132.66766357421875,80.30464172363281,51.54195022583008,3310.302490234375,572.1212158203125,1799.8677978515625,778.5147094726562,161.83859252929688,311.55059814453125,820.6015014648438,840.4406127929688,601.403076171875,649.7901000976562,797.748291015625,27.897720336914062,129.31529235839844,86.66411590576172,3005.333984375,562.149169921875,959.8678588867188,317.2418518066406,39.07163619995117,143.90406799316406,,,411.2397155761719,784.2222900390625,90.58899688720705,322.0767822265625,2027.48681640625,1504.000732421875,1263.1988525390625
2015-02-02,978.6554565429688,398.0303039550781,348.7948913574219,104.03507232666016,516.210693359375,246.7956085205078,293.6483154296875,134.266845703125,274.0868530273437,597.5592651367188,823.5321044921875,194.3116455078125,132.1012420654297,79.41018676757812,51.48971939086914,3330.35986328125,561.3129272460938,1767.959716796875,758.0198974609375,158.3695068359375,309.21173095703125,825.4234008789062,850.8343505859375,583.8908081054688,649.556640625,773.687744140625,27.426149368286133,134.45277404785156,88.39749908447266,2954.325439453125,551.1856689453125,979.3692016601562,305.0174255371094,40.12834930419922,150.0427703857422,,,413.7228393554688,738.8282470703125,94.560302734375,317.2132873535156,2004.6326904296875,1530.4151611328125,1297.626220703125
2015-02-03,995.8019409179688,395.0592041015625,350.50103759765625,103.44422912597656,520.5081176757812,242.80247497558597,289.2667236328125,129.69479370117188,267.669189453125,567.841064453125,811.1019897460938,200.6350250244141,135.72618103027344,80.50028991699219,51.26333999633789,3274.45263671875,542.3190307617188,1701.3218994140625,760.39892578125,160.7407684326172,310.03729248046875,835.9144897460938,861.9609375,574.2277221679688,632.6522216796875,759.9978637695312,27.229656219482425,135.56356811523438,87.37786865234375,2973.9443359375,562.713623046875,972.2575073242188,315.4167175292969,40.24602890014648,145.98179626464844,,,412.8632507324219,744.8626098632812,92.6540756225586,309.5638732910156,1989.9150390625,1508.4088134765625,1247.0428466796875
2015-02-04,978.6943359375,399.1479187011719,352.00146484375,103.05313110351562,508.5791320800781,243.6239013671875,287.6392822265625,128.22540283203125,261.2070007324219,540.7363891601562,812.9383544921875,198.75192260742188,139.16232299804688,80.2474136352539,50.93250274658203,3228.80078125,547.6326904296875,1689.6949462890625,751.2577514648438,161.4214324951172,305.6245422363281,822.8170166015625,878.1698608398438,576.0411987304688,633.2125244140625,749.078125,27.808408737182617,141.07127380371094,88.22016143798828,2963.751708984375,564.0452880859375,953.0096435546876,313.20953369140625,39.61808013916016,146.27008056640625,,,410.7144470214844,734.942626953125,93.6216278076172,303.3782958984375,2002.0140380859373,1471.0670166015625,1259.3038330078125
